reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
da4b7460-ce3a-467d-b05d-19ebc330b8ed,Fajar Nugroho,https://play-lh.googleusercontent.com/a/AAcHTtdbNSK9XGiH739PXcyCi9prf987HXfFlz0aP9Rg9Q=mo,"Niatnya mau aktifin akun lagi. Pas mau ganti nomor hp, disuruh via email. Ditambah lagi pake acara foto ktp sama selfi, seakan fitur finger print sama kode pin gak ada gunanya. Terlalu berbelit-belit, ditqmbah lagi harus siap terima telepon. Maaf nih, ane jam segitu juga kerja. Manabisa nelpon di jam kerja cuma buat verifikasi data. Daripada repot ya udah uninstall ni apk.",1,6,3.3.0,2023-06-14 10:17:44,Mohon maaf atas ketidaknyamanannya. Saat ini untuk perubahan kontak berupa email dan nomor ponsel untuk sementara sedang dinonaktifkan sehingga kamu dapat mengajukan melalui email. Kami akan terus melakukan peningkatan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa. Happy Investing with Bareksa,2023-06-15 03:35:31,3.3.0
0bde2340-dbdc-45ec-b293-ea9ea58553ab,Rijal Akbar,https://play-lh.googleusercontent.com/a/AAcHTtfGLLEKPnzvRqNgNY1K6L602FLkgJMrKi6noCpM=mo,ribetlah verifikasi gagal terus gara2 foto selfie tdk sesuai dengan identitas. padahal pakai foto sendiri. ktp foto 10 tahun lalu dan ga beda jauh dengan wajah sekarang. tapi selalu aja gagal. fitur bantuan juga ga membantu. akhirnya uninstall.,1,0,3.3.0,2023-06-18 12:52:23,"Mohon maaf atas ketidaknyamanannya. Untuk kendala yang di alami, kamu dapat mengirimkan detail kendala yang terjadi melalui email kami di cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan/Kendala : Lampiran pendukung. Kami akan segera merespon pertanyaan kamu
",2023-06-19 07:04:09,3.3.0
f6175184-731a-4105-bad4-b8d5ea9ab069,Benny AS,https://play-lh.googleusercontent.com/a-/AD_cMMQ_iymK-8R4JsFwq4eFsPKnFphyLh6WoNQ0DrFqVFk,Untuk pemula. Bareksa bagus banget. Tampilannya sederhana. Grafiknya juga bagus. Sangat memudahkan.,5,5,3.3.0,2023-06-12 09:24:09,Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa. Happy Investing with Bareksa,2023-06-13 03:48:03,3.3.0
20b246db-62db-47ae-a62f-928bc0ec4780,Mochammad Choiri,https://play-lh.googleusercontent.com/a/AAcHTtc2BvDW_3KFsp1nlF2vV2qXRasSc-IX_pdrTA6FXw=mo,Sudah perna daftar BAREKSA dulu tp belum tuntas. Sekarang mau di lanjutkan sudah tdk bisa. Tanya CS malah di suruh kirim WA KTP. Takut di salah gunakan. Mending pakai aplikasi lain. BIBIT kata teman juga Sangat BAGUS,1,16,3.2.0,2023-06-05 13:17:04,"Mohon maaf atas ketidaknyamanannya. Untuk kendala yang di alami, kamu dapat mengirimkan detail kendala yang terjadi melalui email kami di cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan/Kendala : Lampiran pendukung. Kami akan segera merespon pertanyaan kamu",2023-06-06 07:22:49,3.2.0
0fc1cc0d-bb21-45cc-b01f-379706363811,Misdiandini Fadilla,https://play-lh.googleusercontent.com/a-/AD_cMMSLcW3fMTLBrMTKnlDo9eLA-RRdGociv2VKpC4WNqU,"Cs super lambat dan parah banget gak dibales2. Kayaknya bareksa mesti ganti vendor buat pembelian melalui VA? Ya atau di fix tolong, pembelian gw gak masuk2 padahal VA harusnya otomatis. Terus kalo mau maintenance tolong kasih notifikasi, tolong diblok dulu untuk transaksi biar kitanya gak nyangkut. Payah 👎",1,19,3.2.0,2023-06-01 04:31:06,"Mohon maaf atas ketidaknyamanannya. Untuk kendala yang di alami, kamu dapat mengirimkan detail kendala yang terjadi melalui email kami di cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan/Kendala : Lampiran pendukung. Kami akan segera merespon pertanyaan kamu",2023-06-01 09:50:56,3.2.0
55b0a00f-34a6-46e6-b4b1-68eeb8583113,살사Salsa,https://play-lh.googleusercontent.com/a-/AD_cMMRPHFeNq33PqxlQB5jpDQ3snIt_gT33RDXh2vJ36Q,"Biaya admin mahal... untuk top up rd pakai ovo (yg udah kerjasama aja) 1.000.. untuk jual rd dipotong 3.500 sebanyak 2 kali, pertama pas pilih rekening (beda bank) kedua pas uangnya udah masuk nominalnya dikurangi 3.500 lagi.. trus juga untuk cashback voucher rd lama bgt masuknya, baru masuk setelah 2 bulan sejak tgl pembelian. Kurang bersaing sama apk sebelah :)",3,11,3.2.0,2023-05-29 04:17:36,Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa. Untuk informasi lebih lanjut kamu dapat menghubungi kami melalui email di cs@bareksa.com,2023-05-29 09:37:13,3.2.0
7a062972-7b48-4a25-af72-650d98cfbcb7,Anindya Paramesti,https://play-lh.googleusercontent.com/a-/AD_cMMRgUGML6uedfo8G-J7CzK1VYmi_akQfpe6WPz5HpA,"Bareksa live chatnya g solutif, lambat dan menggantung. Uang 5 jt sy sudah masuk apa blm krn aps sy sttusnya menunggu pembayaran dan ketika sy klik malah ke menu pembayaran lg seolah² buat transaksi baru dan sy blm bayar. jawabannya muter² dr jam 5 pagi sampe jam 9. Udah masuk belum uang sy?? Knp sttus saya begitu? Beda bgt sama pelayanan bibit",1,4,3.2.0,2023-06-01 02:32:52,"Mohon maaf atas ketidaknyamanannya. Untuk kendala yang di alami, kamu dapat mengirimkan detail kendala yang terjadi melalui email kami di cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan/Kendala : Lampiran pendukung. Kami akan segera merespon pertanyaan kamu",2023-06-01 04:55:01,3.2.0
2d803c76-2d3f-4481-a187-a88e28a57c95,Julianto Daeli,https://play-lh.googleusercontent.com/a-/AD_cMMQNIAYinZAnnzo8uJGmbNYtbv_jLbEalxl3MWdD,"Tolong, Biaya Admin Pembelian di tiada kan Saja, Dan untuk biaya transaksi pengiriman ke rekening dikurangi, Terlalu Melonjak ""3,500""... Saingan Aplikasi invest Banyak sekali, Ingat Jangan Karna ada beberapa Nasaba yg ingin berpindah aplikasi di karenakan Biaya"" Seperti yang saya sebutkan di atas. Inti Nya apa pun kalian ""devploper"" harus bisa mengerti bagaimana cara menarik perhatian nasabah yg ingin menggunakan aplikasi kalian. Dulu, Saya suka dengan aplikasi kalian. maaf, sekarang tidak.",2,49,3.1.0,2023-04-26 23:29:40,"Mohon maaf atas ketidaknyamanannya, untuk kendala yang kamu alami mohon dapat diinformasikan kepada kami melalui email di cs@bareksa.com
",2023-04-27 09:36:05,3.1.0
f87c573b-e212-4304-aeba-ac1e6ac9cc76,rilwanul rizal,https://play-lh.googleusercontent.com/a-/AD_cMMSmm-XBP1YP8i_ComNB0ROR0lBzmQ77H2juNOtrBg,"Tolong tambahkan data hak untuk ahli waris seperti pada apk bibit,, untuk antisipasi jika investor kenapa2, misal tidak ada transaksi selama jangka waktu tertentu, meninggal, kecelakaan, hilang ingatan dan lain2... Supaya yg nabung juga lebih nyaman menabung di bareksa.",4,36,3.1.0,2023-04-28 15:55:16,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Saran dan masukan kamu akan kami tinjau kembali, kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi melalui Bareksa.",2023-04-29 02:06:03,3.1.0
3d637a40-9a23-4605-8f21-715207c910b1,Bilal al ambia,https://play-lh.googleusercontent.com/a-/AD_cMMRLCm6bVWV2dg6PC3ZVqUA653kalyysA-N4AtS81A,"Informasi cs dan sistem nya tidak jelas, disuruh perbaiki data upload ulang foto selfie. Tpi tidak ada fitur untuk upload foto nya",1,3,3.2.0,2023-06-05 10:27:53,"Mohon maaf atas ketidaknyamanannya. Untuk kendala yang di alami, kamu dapat mengirimkan detail kendala yang terjadi melalui email kami di cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan/Kendala : Lampiran pendukung. Kami akan segera merespon pertanyaan kamu",2023-06-06 07:29:59,3.2.0
5bcd715e-904a-478c-9cbe-ef14d80ddd62,Ferry Prasetya Adhitama,https://play-lh.googleusercontent.com/a-/AD_cMMSBwcmP0X2gr-1kzWipEZhu_2u_9KxswI4RRhO0,"Withdraw super lama, biaya jual/beli terlalu byk... Fix balik ke sebelah ajalah... Ga ribet dan gampang withdraw... Fix bakal ku uninstal nih aplikasi ...",1,3,3.2.0,2023-06-06 03:33:56,"Mohon maaf atas ketidaknyamanannya, Sesuai POJK (Peraturan Otoritas Jasa Keuangan) proses pencairan maksimal T+7 hari bursa setelah order selesai diproses, untuk pengecekan lebih lanjut kamu dapat menghubungi kami melalui email di cs@bareksa.com
",2023-06-06 07:32:14,3.2.0
762f4924-45af-46eb-9e82-c0ac8c085f4f,ANDHI SMAN1C,https://play-lh.googleusercontent.com/a-/AD_cMMQP5qACsxZ0O4UWr0m1qfnKKg00rhWiyhE30C8WxdA,"Aplikasi lancar, jelas infonya, mudah, banyak pilihan. Dari awal install hingga sekarang aplikasi lancar, pembelian lancar, penjualan lancar. Alhamdulillah.",5,9,3.1.0,2023-04-28 23:13:46,"Terima kasih telah memberikan feedback terhadap aplikasi bareksa. Kami akan terus melakukan perbaikan serta pengembangan agar dapat memudahkan nasabah dalam melakukan transaksi reksadana melalui Bareksa. Happy Investing with Bareksa

",2021-06-15 03:58:07,3.1.0
fa3a216d-7d41-4c26-b921-67c20c467b69,M. Aliyu Zikrullah,https://play-lh.googleusercontent.com/a-/AD_cMMQtalVrftkC22VOmLStfQaGCdv8pJmdHvjGl3cr,"Pelayanan lambat sekali, verifikasi untuk ganti nomer rekening juga sangat lambat. Mau pindah aja deh klo gini",1,2,3.3.0,2023-06-11 12:49:02,"Mohon maaf atas ketidaknyamanannya. Untuk kendala yang di alami, kamu dapat mengirimkan detail kendala yang terjadi melalui email kami di cs@bareksa.com dengan format : Nama : Email akun Bareksa : User Playstore/Appstore : Detail Pertanyaan/Kendala : Lampiran pendukung. Kami akan segera merespon pertanyaan kamu
",2023-06-12 09:22:42,3.3.0
